subjectName,school,major,subjectCode,unit,category,target_year,elecCompul,quarter
銀塩写真演習,DES,VCD,3491J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,後期集中
空間情報分析実習Ⅰ,DES,END,2821J,1,コース基礎科目　Course Fundamental Subjects,学部2年　Undergraduate second grade,3,秋学期
空間情報分析実習Ⅱ,DES,END,2822J,1,コース基礎科目　Course Fundamental Subjects,学部2年　Undergraduate second grade,3,冬学期
空間デザイン実習,DES,END,2811J,2,コース基礎科目　Course Fundamental Subjects,学部2年　Undergraduate second grade,3,春学期
グラフィックスアルゴリズム演習,DES,VCD,3622J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,夏学期
グラフィックデザイン,DES,MED,2214J,1,コース専門科目　Course Specialized Subjects,学部2年　Undergraduate second grade,1,冬学期
グラフィックデザイン演習,DES,VCD,3811J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,前期
クリティカルシンキング,DES,DFT,1511J,1,コース基礎科目　Course Fundamental Subjects,学部2年　Undergraduate second grade,3,春学期
計画設計プロジェクト演習,DES,IND,3341W,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,後期
芸術情報総合演習,DES,AID,3814W,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,後期
芸術情報プロジェクト演習,DES,AID,3813W,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,前期
芸術表現論,DES,DFT,2121W,1,コース専門科目　Course Specialized Subjects,学部2年　Undergraduate second grade,1,後期集中
芸術文化環境論,DES,AID,2221J,2,専攻教育科目　Specialized Education,(2019年度以前入学者対象) 環境設計学科：学部3年/芸術情報設計学科：学部2年生　Department of Environmental Design：Undergraduate third grade/Department of Art and Information Design：Undergraduate second grade,1,後期集中
芸術文化施設論,DES,AID,3214J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,後期
芸術文化論,DES,DFT,2531J,1,コース専門科目　Course Specialized Subjects,学部2年　Undergraduate second grade,1,冬学期
ゲームデザイン,DES,MED,2213J,2,コース専門科目　Course Specialized Subjects,学部2年　Undergraduate second grade,1,秋学期
現代芸術とコミュニケーション演習,DES,VCD,3341J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,後期集中
現代生活デザイン論・演習,DES,IND,3311W,3,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,前期
建築空間設計論,DES,END,3351J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,夏学期
建築生産,DES,END,3392J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,後期集中
工業設計プロジェクト研究,DES,IND,4811W,2,専攻教育科目　Specialized Education,学部4年/fourth grade,1,前期
構造システム論,DES,END,3551J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,後期
構造理論Ⅰ,DES,END,2511J,1,コース専門科目　Course Specialized Subjects,学部2年　Undergraduate second grade,1,春学期
構造理論Ⅱ,DES,END,2512J,1,コース専門科目　Course Specialized Subjects,学部2年　Undergraduate second grade,1,夏学期
行動生理学（2019年度以前入学者対象）,DES,IND,2123J,2,専攻教育科目　Specialized Education,学部2年　Undergraduate second grade,1,冬学期
行動生理学（2020年度入学者対象）,DES,IND,2152J,1,コース専門科目　Course Specialized Subjects,学部2年　Undergraduate second grade,1,冬学期
構法設計論,DES,END,3391J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,前期集中
コース融合プロジェクトA,DES,END,2051J,4,融合プロジェクト・プラットフォーム　Integrative Projects/Platforms,学部2年　Undergraduate second grade,1,夏学期
コース融合プロジェクトA,DES,IND,2321J,4,融合プロジェクト・プラットフォーム　Integrative Projects/Platforms,学部2年　Undergraduate second grade,1,夏学期
コース融合プロジェクトA,DES,DFT,2051J,4,融合プロジェクト・プラットフォーム　Integrative Projects/Platforms,学部2年　Undergraduate second grade,1,夏学期
コース融合プロジェクトA,DES,MED,2051J,4,融合プロジェクト・プラットフォーム　Integrative Projects/Platforms,学部2年　Undergraduate second grade,1,夏学期
コース融合プロジェクトA,DES,ACD,2051J,4,融合プロジェクト・プラットフォーム　Integrative Projects/Platforms,学部2年　Undergraduate second grade,1,夏学期
コース融合プロジェクトB,DES,END,2052J,4,融合プロジェクト・プラットフォーム　Integrative Projects/Platforms,学部2年　Undergraduate second grade,1,秋学期
コース融合プロジェクトB,DES,IND,2322J,4,融合プロジェクト・プラットフォーム　Integrative Projects/Platforms,学部2年　Undergraduate second grade,1,秋学期
コース融合プロジェクトB,DES,DFT,2052J,4,融合プロジェクト・プラットフォーム　Integrative Projects/Platforms,学部2年　Undergraduate second grade,1,秋学期
コース融合プロジェクトB,DES,MED,2052J,4,融合プロジェクト・プラットフォーム　Integrative Projects/Platforms,学部2年　Undergraduate second grade,1,秋学期
コース融合プロジェクトB,DES,ACD,2052J,4,融合プロジェクト・プラットフォーム　Integrative Projects/Platforms,学部2年　Undergraduate second grade,1,秋学期
言葉とコミュニケーション,DES,MED,2411J,2,コース専門科目　Course Specialized Subjects,学部2年　Undergraduate second grade,1,秋学期
コミュニケーションデザイン演習Ⅰ,DES,MED,2521J,2,コース演習科目 (PBL)　Course Seminar Subjects,学部2年　Undergraduate second grade,1,冬学期
コンセプト論,DES,DFT,1111J,1,コース基礎科目　Course Fundamental Subjects,学部2年　Undergraduate second grade,3,秋学期
コンテンツデザイン演習Ⅰ,DES,MED,2571J,2,コース演習科目 (PBL)　Course Seminar Subjects,学部2年　Undergraduate second grade,1,秋学期
コンピュータアニメーション演習,DES,VCD,3421J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,後期
コンピュータグラフィックス,DES,MED,2323J,2,コース専門科目　Course Specialized Subjects,学部2年　Undergraduate second grade,1,秋学期
サービスデザイン概論,DES,IND,2221J,1,コース基礎科目　Course Fundamental Subjects,学部2年　Undergraduate second grade,3,夏学期
サービスデザイン実践論,DES,IND,2222J,1,コース専門科目　Course Specialized Subjects,学部2年　Undergraduate second grade,1,秋学期
視覚芸術学プロジェクト,DES,VCD,3831J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,後期
視覚芸術基礎,DES,DFT,2121W,1,コース基礎科目　Course Fundamental Subjects,学部2年　Undergraduate second grade,3,後期集中
視覚心理学,DES,MED,2421J,2,コース専門科目　Course Specialized Subjects,学部3年　Undergraduate third grade / 学部2年　Undergraduate second grade,1,春学期
視覚心理学演習,DES,VCD,3112J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,夏学期
色彩学,DES,MED,2422J,2,コース専門科目　Course Specialized Subjects,学部2年　Undergraduate second grade,1,夏学期
色彩学演習,DES,VCD,3142J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,夏学期
室内音響学,DES,ACD,3511J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,夏学期
社会と多様性,DES,DFT,1211W,1,コース基礎科目　Course Fundamental Subjects,学部1年　Undergraduate first grade,1,冬学期
社会とデザイン,DES,END,2032J,1,デザインリテラシー科目　Design Literacy Subjects,学部2年　Undergraduate second grade,1,夏学期
社会とデザイン,DES,IND,2032J,1,デザインリテラシー科目　Design Literacy Subjects,学部2年　Undergraduate second grade,1,夏学期
社会とデザイン,DES,DFT,2032J,1,デザインリテラシー科目　Design Literacy Subjects,学部2年　Undergraduate second grade,1,夏学期
社会とデザイン,DES,MED,2032J,1,デザインリテラシー科目　Design Literacy Subjects,学部2年　Undergraduate second grade,1,夏学期
社会とデザイン,DES,ACD,2032J,1,デザインリテラシー科目　Design Literacy Subjects,学部2年　Undergraduate second grade,1,夏学期
主観評価法,DES,ACD,3011J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,前期
情報デザイン,DES,MED,2222J,2,コース専門科目　Course Specialized Subjects,学部2年　Undergraduate second grade,1,秋学期
情報理論,DES,ACD,3131J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,前期
人工生命デザイン,DES,AID,3531J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,春学期
身体表現演習Ⅰ,DES,DFT,1121J,1,コース専門科目　Course Specialized Subjects,学部2年　Undergraduate second grade,1,春学期
心理学的思考法演習,DES,VCD,3121J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,秋学期
生活機器造形論・演習,DES,IND,3321J,3,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,前期
生活空間造形論・演習,DES,IND,3331W,3,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,前期
生体情報処理演習,DES,IND,3141J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,前期
生命科学入門Ⅰ,DES,DFT,1411J,1,コース基礎科目　Course Fundamental Subjects,学部2年　Undergraduate second grade,3,秋学期
西洋美術史,DES,DFT,2141J,1,コース専門科目　Course Specialized Subjects,学部2年　Undergraduate second grade,1,春学期
生理人類学,DES,IND,2122J,2,専攻教育科目　Specialized Education,(2019年度以前入学者対象)　学部2年　Undergraduate second grade,1,後期集中
設計多変量解析,DES,IND,2532J,2,専攻教育科目　Specialized Education,(2019年度以前入学者対象)　学部2年　Undergraduate second grade,1,前期
設備計画論,DES,END,3691J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,後期
先端情報生命科学Ⅰ,DES,DFT,3361W,1,コース専門科目　Course Specialized Subjects,学部2年　Undergraduate second grade,1,秋学期
先端情報生命科学Ⅱ,DES,DFT,3362W,1,コース専門科目　Course Specialized Subjects,学部2年　Undergraduate second grade,1,冬学期
騒音環境学,DES,ACD,3521J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,冬学期
造形論,DES,AID,3122J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,後期
卒業研究Ⅰ,DES,END,4911W,2,専攻教育科目　Specialized Education,学部4年　Undergraduate fourth grade,3,前期集中
卒業研究Ⅰ,DES,IND,4911J,2,専攻教育科目　Specialized Education,学部4年　Undergraduate fourth grade,3,前期集中
卒業研究Ⅰ,DES,VCD,4911J,2,専攻教育科目　Specialized Education,学部4年　Undergraduate fourth grade,3,前期集中
卒業研究Ⅰ,DES,ACD,4911J,2,専攻教育科目　Specialized Education,学部4年　Undergraduate fourth grade,3,前期集中
卒業研究Ⅰ,DES,AID,4911W,2,専攻教育科目　Specialized Education,学部4年　Undergraduate fourth grade,3,前期集中
卒業研究Ⅱ,DES,END,4912W,4,専攻教育科目　Specialized Education,学部4年　Undergraduate fourth grade,3,前期集中
卒業研究Ⅱ,DES,IND,4912J,4,専攻教育科目　Specialized Education,学部4年　Undergraduate fourth grade,3,前期集中
卒業研究Ⅱ,DES,VCD,4912J,4,専攻教育科目　Specialized Education,学部4年　Undergraduate fourth grade,3,前期集中
卒業研究Ⅱ,DES,ACD,4912J,4,専攻教育科目　Specialized Education,学部4年　Undergraduate fourth grade,3,前期集中
卒業研究Ⅱ,DES,AID,4912W,4,専攻教育科目　Specialized Education,学部4年　Undergraduate fourth grade,3,前期集中
タイポグラフィックデザイン,DES,MED,2221J,1,コース専門科目　Course Specialized Subjects,学部2年　Undergraduate second grade,1,夏学期
知覚情報処理工学,DES,AID,3522J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,後期
知覚心理学,DES,DFT,2421W,2,コース専門科目　Course Specialized Subjects,学部2年　Undergraduate second grade,1,夏学期
知覚心理学,DES,MED,2431J,2,コース専門科目　Course Specialized Subjects,学部2年　Undergraduate second grade,1,夏学期
知覚心理学,DES,ACD,2311J,2,コース専門科目　Course Specialized Subjects,学部2年　Undergraduate second grade,1,夏学期
知的財産論,DES,AID,3231J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,前期
聴覚心理学,DES,ACD,2112W,2,コース基礎科目　Course Fundamental Subjects,学部2年　Undergraduate second grade,3,秋学期
聴覚生理学,DES,ACD,2111W,2,コース基礎科目　Course Fundamental Subjects,学部2年　Undergraduate second grade,3,前期集中
聴覚認知論,DES,ACD,3231J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,前期集中
聴能形成Ⅰ,DES,ACD,1211J,1,コース演習科目 (PBL)　Course Seminar Subjects,学部1年　Undergraduate first grade,1,後期
聴能形成Ⅱ,DES,ACD,2211J,1,コース演習科目 (PBL)　Course Seminar Subjects,学部2年　Undergraduate second grade,1,前期
ディジタル信号処理演習（2019年度以前入学者対象）,DES,ACD,3831J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,前期
ディジタル信号処理演習（2020年度入学者対象）,DES,ACD,2342J,2,コース専門科目　Course Specialized Subjects,学部2年　Undergraduate second grade,1,冬学期
デザイン・ケーススタディⅠ,DES,END,1041J,1,デザインリテラシー科目　Design Literacy Subjects,学部1年　Undergraduate first grade,1,夏学期
デザイン・ケーススタディⅠ,DES,IND,1041J,1,デザインリテラシー科目　Design Literacy Subjects,学部1年　Undergraduate first grade,1,夏学期
デザイン・ケーススタディⅠ,DES,DFT,1041J,1,デザインリテラシー科目　Design Literacy Subjects,学部1年　Undergraduate first grade,1,夏学期
デザイン・ケーススタディⅠ,DES,MED,1041J,1,デザインリテラシー科目　Design Literacy Subjects,学部1年　Undergraduate first grade,1,夏学期
デザイン・ケーススタディⅠ,DES,ACD,1041J,1,デザインリテラシー科目　Design Literacy Subjects,学部1年　Undergraduate first grade,1,夏学期
デザイン材料論・演習,DES,DFT,2111J,1,コース専門科目　Course Specialized Subjects,学部2年　Undergraduate second grade,1,冬学期
デザイン思考法（2019年度以前入学者対象）,DES,IND,2351J,2,専攻教育科目　Specialized Education,学部3年/学部4年 Undergraduate third grade/fourth grade,1,通年集中
デザインシステム論・演習,DES,IND,3313J,3,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,後期
デザインストラテジー基礎（学部4年生対象）,DES,END,4091J,2,専攻教育科目　Specialized Education,学部4年　Undergraduate fourth grade,1,前期
デザインストラテジー基礎（学部4年生対象）,DES,IND,4031J,2,専攻教育科目　Specialized Education,学部4年　Undergraduate fourth grade,1,前期
デザインストラテジー基礎（学部4年生対象）,DES,VCD,4081J,2,専攻教育科目　Specialized Education,学部4年　Undergraduate fourth grade,1,前期
デザインストラテジー基礎（学部4年生対象）,DES,ACD,4021J,2,専攻教育科目　Specialized Education,学部4年　Undergraduate fourth grade,1,前期
デザインストラテジー基礎（学部4年生対象）,DES,AID,4041J,2,専攻教育科目　Specialized Education,学部4年　Undergraduate fourth grade,1,前期
デザインストラテジー基礎（学部3年生対象）,DES,END,4091J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,後期
デザインストラテジー基礎（学部3年生対象）,DES,IND,4031J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,後期
デザインストラテジー基礎（学部3年生対象）,DES,VCD,4081J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,後期
デザインストラテジー基礎（学部3年生対象）,DES,ACD,4021J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,後期
デザインストラテジー基礎（学部3年生対象）,DES,AID,4041J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,後期
デザイン美学,DES,DFT,2131J,1,コース専門科目　Course Specialized Subjects,学部2年　Undergraduate second grade,1,冬学期
デザイン編集論・演習,DES,DFT,2111W,1,コース専門科目　Course Specialized Subjects,学部2年　Undergraduate second grade,1,秋学期
デザイン要素論・演習,DES,DFT,2111J,1,コース専門科目　Course Specialized Subjects,学部2年　Undergraduate second grade,1,秋学期
デザインリテラシー基礎,DES,END,1011J,1,デザインリテラシー科目　Design Literacy Subjects,学部1年　Undergraduate first grade,3,春学期
デザインリテラシー基礎,DES,IND,1011J,1,デザインリテラシー科目　Design Literacy Subjects,学部1年　Undergraduate first grade,3,春学期
デザインリテラシー基礎,DES,DFT,1011J,1,デザインリテラシー科目　Design Literacy Subjects,学部1年　Undergraduate first grade,3,春学期
デザインリテラシー基礎,DES,MED,1011J,1,デザインリテラシー科目　Design Literacy Subjects,学部1年　Undergraduate first grade,3,春学期
デザインリテラシー基礎,DES,ACD,1011J,1,デザインリテラシー科目　Design Literacy Subjects,学部1年　Undergraduate first grade,3,春学期
デジタルモデリング演習,DES,IND,3523J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,後期
電気実験,DES,ACD,3611J,1,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,3,前期
統計・データ科学,DES,END,3022J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,前期集中
統計・データ科学,DES,IND,3021J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,前期集中
統計・データ科学,DES,VCD,3031J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,前期集中
統計・データ科学,DES,ACD,3021J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,前期集中
統計・データ科学,DES,AID,3031J,2,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,1,前期集中
都市プロジェクト,DES,END,3492W,4,専攻教育科目　Specialized Education,学部3年　Undergraduate third grade,3,後期
人間科学とデザイン,DES,END,2033J,1,デザインリテラシー科目　Design Literacy Subjects,学部2年　Undergraduate second grade,1,春学期
人間科学とデザイン,DES,IND,2033J,1,デザインリテラシー科目　Design Literacy Subjects,学部2年　Undergraduate second grade,1,春学期
